,HexId,HexLevel,AverageMotorVehicles,AreaConnectorCount,AreaStationCount,CentroidCoor,KNumber
283,87195862bffffff,7,7280.900297619048,0.0,0.0,"[51.389568562053405, -2.8595441882072485]",4
284,8719580c9ffffff,7,0.0,2.0,1.0,"[51.50304627530745, -2.57454594805318]",0
285,8719580ceffffff,7,0.0,3.0,1.0,"[51.53769696520439, -2.6183403326952583]",0
286,87195875dffffff,7,120.50297619047619,0.0,0.0,"[51.39865292346111, -2.7280550130390573]",1
287,871958606ffffff,7,0.0,0.0,0.0,"[51.439154571321716, -2.9584622140723305]",6
288,871958759ffffff,7,0.0,0.0,0.0,"[51.37907959210538, -2.7389998417297114]",1
289,871958629ffffff,7,1176.7111111111112,0.0,0.0,"[51.39185438042201, -2.8266633210181973]",3
290,8719580cbffffff,7,2904.540939153439,3.0,1.0,"[51.50084954192738, -2.607435992872744]",0
291,8719580dbffffff,7,2669.3055555555557,0.0,0.0,"[51.51374267354896, -2.695166194894694]",1
292,871958751ffffff,7,842.8159722222222,0.0,0.0,"[51.4332826165554, -2.7719141526897055]",1
293,87195874dffffff,7,13.75,0.0,0.0,"[51.385808004913706, -2.6404696240624363]",1
294,871958643ffffff,7,0.0,0.0,0.0,"[51.28112022367993, -2.7936270156810106]",4
295,87195860affffff,7,935.3146825396825,0.0,0.0,"[51.36535791657025, -2.9362150409634076]",6
296,87195872affffff,7,0.0,0.0,0.0,"[51.54387797830764, -2.8049903195865062]",3
297,87195829cffffff,7,0.0,0.0,0.0,"[51.29467013117301, -2.596880496897047]",3
298,87195829dffffff,7,0.0,0.0,0.0,"[51.27732611342245, -2.575076698534833]",3
299,8719583a6ffffff,7,0.0,0.0,0.0,"[51.511735278568835, -2.443044723019325]",1
300,871958772ffffff,7,479.1666666666667,6.0,2.0,"[51.489718697216205, -2.771973642708246]",0
301,871958626ffffff,7,0.0,0.0,0.0,"[51.48063707192993, -2.903707461983131]",4
302,8719580ddffffff,7,19.75,0.0,0.0,"[51.53549271369661, -2.6512596022489316]",1
303,871958756ffffff,7,0.0,0.0,0.0,"[51.4678965457486, -2.81584061508964]",1
304,871958661ffffff,7,186.38194444444443,0.0,0.0,"[51.324854119075745, -2.70615538244259]",2
305,871958653ffffff,7,0.0,0.0,0.0,"[51.29383543264506, -2.881191262720789]",6
306,871958761ffffff,7,5238.366666666667,6.0,3.0,"[51.461782833290364, -2.629419045126668]",0
307,8719580c3ffffff,7,0.0,0.0,0.0,"[51.555016419316054, -2.6402628254707774]",1
308,8719582b1ffffff,7,0.0,0.0,0.0,"[51.353355611302334, -2.5639666472910467]",2
309,871958392ffffff,7,14841.1625,58.0,29.0,"[51.463991664771164, -2.596546483834155]",0
310,87195874effffff,7,0.0,0.0,0.0,"[51.40089948562825, -2.6951970753607797]",1
311,871958603ffffff,7,0.0,0.0,0.0,"[51.40226148215299, -2.947331073583131]",7
312,8819582b27fffff,8,0.0,0.0,0.0,"[51.36257031891734, -2.626432685715886]",2
313,8819583a63fffff,8,0.0,0.0,0.0,"[51.503995246141756, -2.438387233352087]",3
314,881958625bfffff,8,0.0,0.0,0.0,"[51.46380447872591, -2.836213509956893]",4
315,8819587411fffff,8,0.0,0.0,0.0,"[51.420461535450784, -2.684236247717788]",5
316,88195865e9fffff,8,0.0,0.0,0.0,"[51.28246078754251, -2.8514532168906275]",13
317,88195805d3fffff,8,0.0,5.0,2.0,"[51.54297841957601, -2.4162915282534296]",0
318,88195839c5fffff,8,0.0,0.0,0.0,"[51.43336916740478, -2.532490632524101]",1
319,88195865cdfffff,8,0.0,0.0,0.0,"[51.286577675603674, -2.8311418852542656]",11
320,881958709bfffff,8,0.0,0.0,0.0,"[51.48563744859694, -2.7923504794203704]",2
321,88195862c9fffff,8,0.0,0.0,0.0,"[51.43466566970408, -2.8298821540063863]",6
322,881958642bfffff,8,0.0,0.0,0.0,"[51.296619283340114, -2.803025877821454]",9
323,8819583921fffff,8,292.03703703703707,11.0,5.0,"[51.463992612585486, -2.5965457132586067]",0
324,8819587555fffff,8,0.0,0.0,0.0,"[51.45467905920781, -2.7735028083891535]",3
325,8819586255fffff,8,0.0,0.0,0.0,"[51.46744628784531, -2.8613117676748128]",6
326,8819583953fffff,8,0.0,0.0,0.0,"[51.46063844861251, -2.5261500063395226]",1
327,88195862cdfffff,8,241.10416666666669,0.0,0.0,"[51.43648689440724, -2.8424231594056995]",6
328,8819587717fffff,8,0.0,0.0,0.0,"[51.46874672769877, -2.724941493947972]",4
329,8819587727fffff,8,0.0,0.0,0.0,"[51.4838096973835, -2.7798052098073627]",2
330,8819582ac3fffff,8,0.0,0.0,0.0,"[51.315302050256435, -2.450188493559235]",5
331,88195876a3fffff,8,0.0,0.0,0.0,"[51.414948562363925, -2.646690365984684]",3
332,8819587297fffff,8,0.0,0.0,0.0,"[51.52291729358776, -2.75789014074331]",5
333,88195828e7fffff,8,0.0,0.0,0.0,"[51.27364030985721, -2.550133097955078]",6
334,88195805ddfffff,8,0.0,0.0,0.0,"[51.558456178869854, -2.425605139281705]",2
335,8819582ae1fffff,8,0.0,0.0,0.0,"[51.3208640595958, -2.487593944902015]",4
336,88195829c1fffff,8,0.0,0.0,0.0,"[51.2946710735535, -2.5968797308208513]",9
337,8819587587fffff,8,0.0,0.0,0.0,"[51.390480645236494, -2.76873812415262]",5
338,8819583a29fffff,8,0.0,0.0,0.0,"[51.49811634507839, -2.446235343559532]",2
339,8819587499fffff,8,0.0,0.0,0.0,"[51.372155971996854, -2.6436116347465797]",3
340,88195870bbfffff,8,0.0,0.0,0.0,"[51.483375321869495, -2.8252773741848567]",3
341,8819582a49fffff,8,0.0,0.0,0.0,"[51.38318894293936, -2.4795463639524904]",4
342,8819586093fffff,8,0.0,0.0,0.0,"[51.34262322559837, -2.8766382242767574]",12
343,8819586e1bfffff,8,0.0,0.0,0.0,"[51.30701493910169, -2.9234695515200335]",18
344,8819582aadfffff,8,0.0,0.0,0.0,"[51.309065303617984, -2.5032354212727443]",2
345,8819583b4bfffff,8,0.0,0.0,0.0,"[51.52505884398571, -2.485238918019237]",3
346,88195871c1fffff,8,0.0,0.0,0.0,"[51.53707772001447, -2.903895155210734]",13
347,8819587611fffff,8,2.5,0.0,0.0,"[51.461783781685966, -2.6294182752555417]",1
348,88195871c9fffff,8,0.0,0.0,0.0,"[51.54299422384154, -2.896060863789435]",13
349,881958672dfffff,8,0.0,0.0,0.0,"[51.36041121834762, -2.8532073159753444]",9
350,8819587537fffff,8,0.0,0.0,0.0,"[51.42510178885352, -2.8126291317900556]",6
351,88195862a7fffff,8,0.0,0.0,0.0,"[51.400944440816524, -2.8893390940143253]",12
352,88195875b9fffff,8,0.0,0.0,0.0,"[51.382736427371356, -2.764035812084068]",4
353,8819580de9fffff,8,0.0,0.0,0.0,"[51.55648920582224, -2.698291154424203]",8
354,8819586533fffff,8,0.0,0.0,0.0,"[51.28608821336011, -2.876476955645948]",15
355,8819586e85fffff,8,0.0,0.0,0.0,"[51.27369875539648, -2.9374228047425155]",21
356,88195871c7fffff,8,0.0,0.0,0.0,"[51.531160015441, -2.9117283088600927]",13
357,8819583885fffff,8,0.0,0.0,0.0,"[51.40086016477607, -2.4560495361181647]",4
358,8819583937fffff,8,1055.40625,0.0,0.0,"[51.44076511981576, -2.5825129849700286]",1
359,8819580eb9fffff,8,0.0,0.0,0.0,"[51.54796167300077, -2.5446688763617096]",1
360,8819583927fffff,8,1606.3611111111113,15.0,9.0,"[51.4580961609774, -2.6043818903774647]",0
361,8819586765fffff,8,0.0,0.0,0.0,"[51.3740824018547, -2.8501095479693586]",9
362,8819582b17fffff,8,0.0,0.0,0.0,"[51.347453673528314, -2.5717884316894644]",4
363,881958386bfffff,8,0.0,0.0,0.0,"[51.46870382005654, -2.4854590954637987]",2
364,88195864c9fffff,8,0.0,0.0,0.0,"[51.27200327144812, -2.731139937632341]",11
365,88195872a9fffff,8,0.0,0.0,0.0,"[51.54978603683352, -2.7971501288077545]",8
366,8819586663fffff,8,0.0,5.0,3.0,"[51.35175497148106, -2.7452408260928407]",0
367,8819580e99fffff,8,0.0,0.0,0.0,"[51.550133369055054, -2.5117655829963277]",4
368,88195865ebfffff,8,0.0,0.0,0.0,"[51.27471171147125, -2.8467456311702946]",13
369,8819582829fffff,8,0.0,0.0,0.0,"[51.32014602563763, -2.5780974213972785]",6
370,88195875edfffff,8,0.0,0.0,0.0,"[51.4214529201027, -2.787561652299539]",4
371,881958395dfffff,8,765.2916666666666,3.0,1.0,"[51.476122885798226, -2.5354877588090305]",0
372,881958381bfffff,8,0.0,0.0,0.0,"[51.434011276816534, -2.4418417379096637]",5
373,8819582aabfffff,8,0.0,0.0,0.0,"[51.299463066175804, -2.486117058600379]",1
374,8819582a03fffff,8,0.0,0.0,0.0,"[51.350010169271634, -2.493724259731852]",8
375,88195872abfffff,8,0.0,0.0,0.0,"[51.54205062653966, -2.7924300067972077]",7
376,8819586231fffff,8,0.0,0.0,0.0,"[51.443759848197026, -2.892607110686409]",10
377,8819586013fffff,8,0.0,0.0,0.0,"[51.39682978117986, -2.909695440301704]",14
378,881958765bfffff,8,55.44940476190476,0.0,0.0,"[51.47947531774668, -2.6059079819208795]",1
379,8819582ab3fffff,8,0.0,0.0,0.0,"[51.27620637633462, -2.4721803638901014]",3
380,8819583a0dfffff,8,0.0,0.0,0.0,"[51.50213174961664, -2.42588357062829]",4
381,88195839bdfffff,8,0.0,0.0,0.0,"[51.400195188265165, -2.54665630500754]",3
382,8819582a27fffff,8,0.0,0.0,0.0,"[51.3496627867242, -2.5389931981256533]",6
383,8819587421fffff,8,0.0,0.0,0.0,"[51.435537672110854, -2.7390263887725665]",1
384,8819587621fffff,8,319.50992063492066,0.0,0.0,"[51.476885262476195, -2.68421011795235]",2
385,88195875c1fffff,8,0.0,0.0,0.0,"[51.41597068436172, -2.7499754077065286]",3
386,88195872d1fffff,8,0.0,0.0,0.0,"[51.54836381757172, -2.7390811740888132]",8
387,8819587697fffff,8,215.83333333333334,0.0,0.0,"[51.40168010830481, -2.604485801717344]",2
388,8819586607fffff,8,0.0,0.0,0.0,"[51.33626149855602, -2.7358518822692113]",2
389,8819586e31fffff,8,84.625,0.0,0.0,"[51.30649326281559, -2.968851833667745]",22
390,8819586427fffff,8,0.0,0.0,0.0,"[51.292508864637, -2.823338324162936]",10
391,881958058dfffff,8,0.0,0.0,0.0,"[51.55631052848606, -2.4584944070514605]",4
392,8819582ad3fffff,8,0.0,0.0,0.0,"[51.297942253447566, -2.4284456959031626]",6
393,8819586505fffff,8,4959.2485119047615,0.0,0.0,"[51.31526592053882, -2.882817774704252]",14
394,881958633bfffff,8,0.0,0.0,0.0,"[51.45463338155218, -2.9679427463796357]",16
395,8819582ac5fffff,8,0.0,0.0,0.0,"[51.32490785182663, -2.467300783098502]",5
396,88195861d3fffff,8,0.0,0.0,0.0,"[51.37491042580563, -2.953486208056002]",17
397,8819583949fffff,8,5159.634259259259,0.0,0.0,"[51.491605494140174, -2.5448311968812]",2
398,8819586753fffff,8,0.0,0.0,0.0,"[51.349486747784084, -2.778081611379733]",3
399,8819586045fffff,8,0.0,0.0,0.0,"[51.443274501750125, -2.938086108979722]",14
400,8819580d87fffff,8,0.0,0.0,0.0,"[51.527381178385355, -2.692025872252275]",5
401,8819587199fffff,8,0.0,0.0,0.0,"[51.506135079086626, -2.8849548252733968]",9
402,881958740dfffff,8,0.0,0.0,0.0,"[51.44552384396286, -2.7108420973926055]",4
403,88195870d1fffff,8,0.0,0.0,0.0,"[51.507024311226324, -2.793949158268472]",4
404,88195839b5fffff,8,0.0,0.0,0.0,"[51.3942978081482, -2.554485899280309]",3
405,8819586225fffff,8,0.0,0.0,0.0,"[51.46286700537295, -2.92717983448944]",12
406,881958718bfffff,8,0.0,0.0,0.0,"[51.51568916083488, -2.9022535720491267]",11
407,881958393bfffff,8,369.5416666666667,14.0,4.0,"[51.444812903950925, -2.562169380534272]",0
408,8819586665fffff,8,248.0503472222222,0.0,0.0,"[51.36132785689363, -2.7624519748845313]",2
409,8819583a47fffff,8,0.0,0.0,0.0,"[51.508008486198634, -2.4180340849467448]",5
410,88195860edfffff,8,0.0,0.0,0.0,"[51.39271079869644, -2.9300520605935474]",16
411,8819583859fffff,8,0.0,0.0,0.0,"[51.46126586236989, -2.4354627508710176]",5
412,8819582859fffff,8,0.0,0.0,0.0,"[51.32456618891354, -2.5125409610551213]",4
413,8819580da5fffff,8,0.0,0.0,0.0,"[51.532891170813656, -2.72966236619104]",6
414,8819586065fffff,8,0.0,0.0,0.0,"[51.44096405274462, -2.971019785907886]",17
415,881958713dfffff,8,0.0,0.0,0.0,"[51.559805233406735, -2.9636949706598106]",19
416,881958281dfffff,8,0.0,0.0,0.0,"[51.306860490005356, -2.535999943361913]",4
417,8819586727fffff,8,0.0,0.0,0.0,"[51.34673791244135, -2.856303697316265]",10
418,8819580e9dfffff,8,0.0,0.0,0.0,"[51.551989858214064, -2.5242907891946205]",3
419,8819586eadfffff,8,0.0,0.0,0.0,"[51.27730848894246, -2.9624645978674233]",23
420,8819586e47fffff,8,2255.503205128205,0.0,0.0,"[51.3398054281382, -2.9549053801238347]",19
421,8819582a57fffff,8,0.0,0.0,0.0,"[51.35405173624398, -2.473420347051118]",8
422,8819580cdbfffff,8,0.0,2.0,1.0,"[51.520713541624275, -2.551011262267792]",0
423,881958381dfffff,8,0.0,0.0,0.0,"[51.443615488832364, -2.4589866620526637]",3
424,8819586e5bfffff,8,0.0,0.0,0.0,"[51.326635256039054, -2.9125851571471784]",16
425,8819580cd5fffff,8,0.0,3.0,1.0,"[51.524415695343286, -2.5760610534668613]",0
426,8819586c19fffff,8,0.0,0.0,0.0,"[51.27316572746769, -2.9827837838316085]",25
427,8819582807fffff,8,0.0,0.0,0.0,"[51.31055214205232, -2.560953420411121]",6
428,88195870cbfffff,8,0.0,0.0,0.0,"[51.5224983996053, -2.8033856275869904]",6
429,8819587739fffff,8,0.0,0.0,0.0,"[51.478319287272264, -2.7421814111431733]",2
430,88195805b9fffff,8,0.0,0.0,0.0,"[51.53495642057742, -2.4570226094050445]",4
431,8819583a01fffff,8,0.0,0.0,0.0,"[51.494390097993545, -2.4212305557665523]",4
432,8819586051fffff,8,0.0,0.0,0.0,"[51.42416888187787, -2.9035186068142003]",12
433,8819587acbfffff,8,0.0,0.0,0.0,"[51.547961826397774, -2.9793611721008904]",19
434,8819586ed1fffff,8,0.0,0.0,0.0,"[51.27421407752621, -2.8920767373796252]",17
435,8819587093fffff,8,61.5462962962963,0.0,0.0,"[51.47972533154604, -2.800181401043971]",1
436,881958763bfffff,8,1356.685606060606,0.0,0.0,"[51.45772526997155, -2.649773726482993]",1
437,8819586063fffff,8,0.0,0.0,0.0,"[51.43141589902503, -2.953722961206216]",16
438,8819583b59fffff,8,0.0,0.0,0.0,"[51.51545924125276, -2.4680619144259097]",2
439,8819586e0bfffff,8,229.22916666666666,0.0,0.0,"[51.32431505454849, -2.9454472612039972]",19
440,88195865edfffff,8,0.0,0.0,0.0,"[51.284275095130305, -2.863964095367036]",14
441,881958615bfffff,8,0.0,0.0,0.0,"[51.43503222068566, -2.9788370559006516]",18
442,8819587565fffff,8,0.0,0.0,0.0,"[51.469721160030666, -2.828386268466249]",3
443,8819580d93fffff,8,207.19444444444446,0.0,0.0,"[51.50822512956114, -2.6575546978949576]",4
444,8819582f45fffff,8,0.0,0.0,0.0,"[51.270644060744296, -2.4348096666709633]",6
445,8819586057fffff,8,0.0,0.0,0.0,"[51.418241644957675, -2.9113364975407396]",13
446,8819587635fffff,8,0.0,0.0,0.0,"[51.46140384317735, -2.674821623882281]",3
447,88195874b1fffff,8,0.0,0.0,0.0,"[51.36400849988136, -2.6842623265703387]",4
448,8819586441fffff,8,0.0,0.0,0.0,"[51.320323444552564, -2.7717947569379415]",5
449,88195805a7fffff,8,0.0,0.0,0.0,"[51.5405372033946, -2.494573150549406]",5
450,8819587483fffff,8,0.0,0.0,0.0,"[51.37583039418959, -2.668620934129325]",4
451,881958768bfffff,8,0.0,0.0,0.0,"[51.4230700376423, -2.6060104444550882]",1
452,8819587117fffff,8,0.0,0.0,0.0,"[51.5484445842749, -2.9337857744673586]",16
453,88195838bbfffff,8,0.0,0.0,0.0,"[51.37761860690012, -2.442103780544223]",7
454,88195805a5fffff,8,0.0,0.0,0.0,"[51.54827569518171, -2.4992424006759197]",5
455,88195870a9fffff,8,0.0,0.0,0.0,"[51.50841108768043, -2.852002257654441]",7
456,8819583829fffff,8,0.0,0.0,0.0,"[51.4569304037798, -2.501140755618081]",1
457,881958776dfffff,8,0.0,0.0,0.0,"[51.517011413849424, -2.765727572528944]",4
458,88195861cbfffff,8,0.0,0.0,0.0,"[51.3981369676137, -2.9676920090073775]",19
459,8819586617fffff,8,0.0,0.0,0.0,"[51.31893706412017, -2.7139674400284366]",5
460,8819580dc1fffff,8,0.0,0.0,0.0,"[51.55280934881793, -2.673195940628395]",6
461,8819582831fffff,8,0.0,0.0,0.0,"[51.296895197138774, -2.5641088972179644]",6
462,88195829ddfffff,8,0.0,0.0,0.0,"[51.28507870291738, -2.579737649569727]",8
463,8819587433fffff,8,0.0,0.0,0.0,"[51.41047774309067, -2.7124071499698377]",3
464,88195805b7fffff,8,0.0,0.0,0.0,"[51.52319932701085, -2.4727246145425466]",3
465,8819582f6dfffff,8,0.0,0.0,0.0,"[51.274353443744474, -2.459721456481557]",4
466,8819583b57fffff,8,0.0,12.0,5.0,"[51.50369686269827, -2.483757707921312]",0
467,8819582861fffff,8,0.0,0.0,0.0,"[51.33380090987458, -2.574943630814006]",5
468,88195870a5fffff,8,0.0,0.0,0.0,"[51.50431592740184, -2.8723932830849566]",8
469,8819582939fffff,8,0.0,0.0,0.0,"[51.315686814102015, -2.6436772265776756]",8
470,8819583995fffff,8,0.0,0.0,0.0,"[51.39649502562701, -2.521667886404516]",3
471,8819586247fffff,8,0.0,0.0,0.0,"[51.477003856726924, -2.878591909478899]",7
472,88195860dbfffff,8,0.0,0.0,0.0,"[51.36815569748624, -2.8579229527643157]",9
473,8819582a47fffff,8,0.0,0.0,0.0,"[51.37140213382113, -2.4952053328321413]",6
474,88195870b9fffff,8,0.0,0.0,0.0,"[51.491113537816375, -2.8299982882952954]",4
475,8819587299fffff,8,0.0,0.0,0.0,"[51.534725449975575, -2.742211881168345]",7
476,8819586451fffff,8,0.0,0.0,0.0,"[51.30300213069771, -2.7498995350640247]",7
477,881958663dfffff,8,0.0,0.0,0.0,"[51.330341805448036, -2.7436650005802306]",3
478,8819586061fffff,8,0.0,0.0,0.0,"[51.43915552548605, -2.9584614513515284]",16
479,8819587a93fffff,8,0.0,0.0,0.0,"[51.50517473104594, -2.976020848737118]",15
480,88195839a5fffff,8,333.11574074074076,2.0,1.0,"[51.41163564442787, -2.5763240938256318]",0
481,88195866c5fffff,8,0.0,0.0,0.0,"[51.30935796786176, -2.696783288517691]",7
482,8819582ab5fffff,8,0.0,0.0,0.0,"[51.285810601247505, -2.489287698678622]",1
483,8819580de7fffff,8,0.0,0.0,0.0,"[51.544692591556405, -2.7139790229125764]",7
484,881958635bfffff,8,0.0,0.0,0.0,"[51.476529874248065, -2.9240923037273205]",11
485,8819586509fffff,8,0.0,0.0,0.0,"[51.319384938168675, -2.862492303653362]",12
486,881958059bfffff,8,0.0,0.0,0.0,"[51.52936500011694, -2.4194903064030777]",2
487,8819586527fffff,8,0.0,0.0,0.0,"[51.30520584776938, -2.9109462128634065]",17
488,8819580c91fffff,8,0.0,0.0,0.0,"[51.50304722393735, -2.574545176002933]",1
489,88195829d5fffff,8,0.0,0.0,0.0,"[51.27916866125708, -2.5875503511344284]",9
490,8819583a67fffff,8,0.0,0.0,0.0,"[51.50585756256427, -2.4508929215995083]",2
491,881958755dfffff,8,0.0,0.0,0.0,"[51.46059091572511, -2.7656741538119207]",3
492,8819586ea9fffff,8,0.0,0.0,0.0,"[51.27550421840397, -2.949942713616849]",22
493,88195838adfffff,8,0.0,0.0,0.0,"[51.40457360827955, -2.4810228821400213]",2
494,88195862abfffff,8,0.0,0.0,0.0,"[51.4050547782839, -2.86898302686485]",11
495,88195839e9fffff,8,3108.25,0.0,0.0,"[51.43521992900895, -2.544993200906495]",1
496,8819586e01fffff,8,0.0,0.0,0.0,"[51.326121301502745, -2.9579790984292216]",20
497,8819582b3dfffff,8,0.0,0.0,0.0,"[51.35888835726947, -2.601439948653199]",1
498,8819582a0bfffff,8,0.0,0.0,0.0,"[51.355905844611804, -2.4858981645040146]",8
499,8819586605fffff,8,0.0,0.0,0.0,"[51.34400846342885, -2.7405456422376453]",1
500,8819582b49fffff,8,0.0,0.0,0.0,"[51.39614515592763, -2.5669828614353327]",2
501,881958294dfffff,8,0.0,0.0,0.0,"[51.35666262484521, -2.63425390434749]",3
502,881958756bfffff,8,0.0,0.0,0.0,"[51.46607264202996, -2.8032954267001258]",1
503,8819586307fffff,8,0.0,0.0,0.0,"[51.47010937243498, -2.9774297983246165]",16
504,88195861c9fffff,8,0.0,0.0,0.0,"[51.405878220519334, -2.97243014803365]",19
505,88195870e3fffff,8,0.0,0.0,0.0,"[51.514325396902315, -2.844169643276977]",7
506,8819586235fffff,8,0.0,0.0,0.0,"[51.445575097557956, -2.905158077284662]",11
507,8819586245fffff,8,0.0,0.0,0.0,"[51.48474184936608, -2.883321366704814]",7
508,8819586211fffff,8,25.666666666666668,0.0,0.0,"[51.44604723924723, -2.8596884393081687]",7
509,881958766bfffff,8,0.0,0.0,0.0,"[51.494587658229335, -2.660700515695948]",3
510,8819586715fffff,8,0.0,0.0,0.0,"[51.33946264211357, -2.8062221571509345]",6
511,881958752dfffff,8,0.0,0.0,0.0,"[51.456064866365615, -2.831493768751894]",4
512,881958383bfffff,8,0.0,0.0,0.0,"[51.431842571515624, -2.4746636785166314]",2
513,88195839dbfffff,8,0.0,0.0,0.0,"[51.412319458138064, -2.48567884387446]",1
514,881958770dfffff,8,0.0,0.0,0.0,"[51.4997041132112, -2.7437607030422755]",2
515,8819582b19fffff,8,0.0,0.0,0.0,"[51.35925823840936, -2.556142207860121]",4
516,8819582b6dfffff,8,0.0,0.0,0.0,"[51.39577767806924, -2.6123132121476953]",3
517,8819587087fffff,8,0.0,0.0,0.0,"[51.49885128924083, -2.8347206374539144]",5
518,881958641dfffff,8,0.0,0.0,0.0,"[51.29115343713254, -2.765514521583293]",9
519,8819586049fffff,8,0.0,0.0,0.0,"[51.447389150152425, -2.917711033933544]",12
520,881958765dfffff,8,1252.78125,0.0,0.0,"[51.48906068224187, -2.623115551130248]",1
521,8819586523fffff,8,0.0,0.0,0.0,"[51.30339556445961, -2.898424854253165]",16
522,8819587759fffff,8,1499.1979166666665,0.0,0.0,"[51.50010393564648, -2.6983035703198532]",1
523,8819583a21fffff,8,0.0,0.0,0.0,"[51.49223624249259, -2.4540823338974342]",2
524,8819582167fffff,8,0.0,0.0,0.0,"[51.35623158385797, -2.44064276931454]",9
525,881958764bfffff,8,507.25,0.0,0.0,"[51.496800664302434, -2.627802529582305]",2
526,88195874b9fffff,8,0.0,0.0,0.0,"[51.369920045967014, -2.6764421919235315]",4
527,88195872b7fffff,8,0.0,0.0,0.0,"[51.520670599049, -2.790830939305047]",5
528,88195866a5fffff,8,0.0,0.0,0.0,"[51.287503610359835, -2.740516894116391]",9
529,88195839ebfffff,8,4266.666666666667,11.0,5.0,"[51.42747585843582, -2.540325300731893]",0
530,8819586209fffff,8,0.0,0.0,0.0,"[51.469265398989926, -2.8738638887161163]",7
531,88195860abfffff,8,473.3833333333333,0.0,0.0,"[51.36354922184163, -2.9236767307509073]",15
532,88195872bdfffff,8,0.0,0.0,0.0,"[51.53431475063445, -2.7877113207271194]",6
533,8819587725fffff,8,0.0,0.0,0.0,"[51.491548365628084, -2.7845184260122324]",2
534,88195871edfffff,8,0.0,0.0,0.0,"[51.542525180844144, -2.941619189589298]",16
535,8819586443fffff,8,0.0,0.0,0.0,"[51.31257554641087, -2.7670976112975314]",6
536,8819582a65fffff,8,0.0,0.0,0.0,"[51.37695609989947, -2.532664483942349]",6
537,8819580c33fffff,8,0.0,0.0,0.0,"[51.547280629877314, -2.635568220907076]",3
538,8819587001fffff,8,0.0,0.0,0.0,"[51.5589144428302, -2.8599793194113956]",12
539,88195870adfffff,8,0.0,0.0,0.0,"[51.51023240272881, -2.8645620910669867]",8
540,8819583b4dfffff,8,0.0,0.0,0.0,"[51.53465636732718, -2.5024239348975215]",4
541,881958391dfffff,8,893.5,0.0,0.0,"[51.45659930029842, -2.5464960200789695]",1
542,88195875e3fffff,8,0.0,0.0,0.0,"[51.40596770279931, -2.7781470310779124]",5
543,8819583825fffff,8,3.0,2.0,1.0,"[51.452895545211184, -2.5214832607391906]",0
544,8819587a9bfffff,8,0.0,0.0,0.0,"[51.51110036979862, -2.9681939740786127]",15
545,88195838cbfffff,8,0.0,0.0,0.0,"[51.41665921907443, -2.420058245947319]",6
546,8819583b23fffff,8,0.0,0.0,0.0,"[51.497493778340676, -2.536988012569104]",1
547,8819587ac9fffff,8,0.0,0.0,0.0,"[51.5556949065118, -2.984113584495025]",20
548,8819587603fffff,8,0.0,0.0,0.0,"[51.47136696396399, -2.64662760135065]",2
549,881958719bfffff,8,0.0,0.0,0.0,"[51.49839825193897, -2.880223339739174]",8
550,8819587765fffff,8,0.0,0.0,0.0,"[51.51110433329476, -2.773563872249245]",3
551,8819583a07fffff,8,0.0,0.0,0.0,"[51.48851192090202, -2.429078058583349]",4
552,8819587445fffff,8,0.0,0.0,0.0,"[51.45917206473373, -2.7077095719427025]",5
553,88195874b3fffff,8,0.0,0.0,0.0,"[51.3562620265925, -2.6795765045352655]",5
554,88195870a3fffff,8,0.0,0.0,0.0,"[51.49475828793601, -2.855106820310567]",6
555,8819586525fffff,8,0.0,0.0,0.0,"[51.31295264325732, -2.915667153700165]",17
556,881958775dfffff,8,0.0,0.0,0.0,"[51.50194031466845, -2.7108419385314533]",2
557,8819586081fffff,8,0.0,0.0,0.0,"[51.367670373323456, -2.903330883382053]",13
558,8819586203fffff,8,0.0,0.0,0.0,"[51.45560546608285, -2.876961706409272]",8
559,8819587501fffff,8,5.208333333333333,0.0,0.0,"[51.45059250837465, -2.793868195765311]",3
560,8819583a03fffff,8,0.0,0.0,0.0,"[51.486647991059364, -2.416578958158271]",5
561,8819587525fffff,8,0.0,0.0,0.0,"[51.45014675163296, -2.839319030748563]",5
562,881958653dfffff,8,0.0,0.0,0.0,"[51.30158408973586, -2.88590547641549]",15
563,8819582169fffff,8,0.0,0.0,0.0,"[51.36801117315816, -2.4249834633974]",9
564,88195828edfffff,8,0.0,0.0,0.0,"[51.28729931136028, -2.546975939672912]",5
565,8819582a9dfffff,8,0.0,0.0,0.0,"[51.29390266142631, -2.4487259776533654]",4
566,8819586ec3fffff,8,0.0,0.0,0.0,"[51.28377248147627, -2.9093084978743096]",18
567,8819586001fffff,8,0.0,0.0,0.0,"[51.421865616953646, -2.9364341183289517]",15
568,8819586e35fffff,8,0.0,0.0,0.0,"[51.308296616037154, -2.9813827916290205]",23
569,8819582b3bfffff,8,0.0,0.0,0.0,"[51.34929782587752, -2.5842775175508153]",3
570,881958703bfffff,8,0.0,0.0,0.0,"[51.53753306435137, -2.8583539296381684]",10
571,881958664bfffff,8,0.0,0.0,0.0,"[51.35992830047706, -2.7045881699476766]",4
572,88195870bdfffff,8,0.0,0.0,0.0,"[51.492936510857156, -2.842551555511539]",5
573,881958635dfffff,8,0.0,0.0,0.0,"[51.48608029464029, -2.9413938208347545]",12
574,8819586041fffff,8,0.0,0.0,0.0,"[51.44146261211466, -2.925531454795189]",13
575,8819582a8bfffff,8,0.0,0.0,0.0,"[51.30165463238899, -2.453367564553207]",4
