,HexId,HexLevel,AverageMotorVehicles,AreaConnectorCount,AreaStationCount,CentroidCoor,KNumber,AverageMotorVehiclesPerHex,IniCostHardwareCost,IniCostInstallationCost,IniGridReinforcementCost,DailyDemandPerStation,DailyElectricityCost,DailyEstimatedRevenue,MonthlyEstimatedRevenue,MonthlyElectricityCost,MonthlyMaintenanceCost
284,8719580ceffffff,7,0.0,3.0,1.0,"[51.53769696520439, -2.6183403326952583]",0,437.3657218138055,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
285,8719582a8ffffff,7,0.0,0.0,0.0,"[51.30350812181396, -2.46583228369636]",1,437.3657218138055,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
286,87195829dffffff,7,0.0,0.0,0.0,"[51.27732611342245, -2.575076698534833]",3,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
287,87195805dffffff,7,0.0,5.0,2.0,"[51.550716580856125, -2.420948400087821]",0,437.3657218138055,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
288,8719586c5ffffff,7,0.0,0.0,0.0,"[51.286858109336606, -2.979718884400267]",9,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
289,8719580caffffff,7,205.41666666666669,13.0,6.0,"[51.51817309183594, -2.629339366868933]",0,437.3657218138055,1000,400,0,0.22043378346566816,0.3842425366346755,5.731278370107372,171.93835110322115,11.527276099040265,300
290,87195874effffff,7,0.0,0.0,0.0,"[51.40089948562825, -2.6951970753607797]",1,437.3657218138055,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
291,871958673ffffff,7,0.0,0.0,0.0,"[51.335355625110545, -2.82655063551726]",3,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
292,871958285ffffff,7,0.0,0.0,0.0,"[51.31866454486521, -2.5203625056354286]",1,437.3657218138055,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
293,8719580ccffffff,7,0.0,4.0,2.0,"[51.53989140281441, -2.5854269193380985]",0,437.3657218138055,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
294,871958642ffffff,7,494.125,0.0,0.0,"[51.298437911279336, -2.8155343995890285]",4,437.3657218138055,1000,400,500000,0.5302483241621417,0.9242864588135125,13.786456428215685,413.59369284647056,27.728593764405375,300
295,871958626ffffff,7,0.0,0.0,0.0,"[51.48063707192993, -2.903707461983131]",4,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
296,87195875affffff,7,100.15972222222221,0.0,0.0,"[51.39413037641751, -2.7937881559923414]",2,437.3657218138055,1000,400,500000,0.10748196277638036,0.18735395895476414,2.7945310321858896,83.8359309655767,5.620618768642924,300
297,871958674ffffff,7,390.4421296296296,0.0,0.0,"[51.37454497426494, -2.8047154476078453]",2,437.3657218138055,1000,400,500000,0.4189856512388744,0.7303422683875067,10.893626932210735,326.80880796632204,21.910268051625202,300
298,871958295ffffff,7,0.0,0.0,0.0,"[51.33157816517203, -2.6077384329781497]",2,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
299,87195870cffffff,7,0.0,0.0,0.0,"[51.52432405061234, -2.8159430860001495]",2,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
300,871958640ffffff,7,0.0,0.0,0.0,"[51.3007244460054, -2.7827144937077413]",3,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
301,871958663ffffff,7,0.0,0.0,0.0,"[51.32259320457029, -2.7389725808722702]",2,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
302,871958708ffffff,7,0.0,0.0,0.0,"[51.504763913785006, -2.8268893526840997]",2,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
303,871958290ffffff,7,0.0,0.0,0.0,"[51.329346593801404, -2.640538288508264]",2,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
304,871958662ffffff,7,61.75,0.0,0.0,"[51.33991437545361, -2.760870090399743]",1,437.3657218138055,1000,400,0,0.06626427324464912,0.11550657997821277,1.722871104360877,51.68613313082631,3.4651973993463834,300
305,87195861cffffff,7,0.0,0.0,0.0,"[51.399942342890164, -2.9802433857599304]",8,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
306,87195872bffffff,7,0.0,0.0,0.0,"[51.52657745600538, -2.7829948385613075]",2,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
307,871958671ffffff,7,277.47466856060606,0.0,0.0,"[51.33763990291234, -2.7937075073441346]",2,437.3657218138055,1000,400,500000,0.2977596316756025,0.5190307691663762,7.741750423565665,232.25251270696995,15.570923074991288,300
308,87195839dffffff,7,0.0,7.0,3.0,"[51.41417325198875, -2.4981715868115715]",0,437.3657218138055,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
309,87195871cffffff,7,0.0,0.0,0.0,"[51.53707676377303, -2.903895921620814]",5,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
310,871958759ffffff,7,0.0,0.0,0.0,"[51.37907959210538, -2.7389998417297114]",1,437.3657218138055,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
311,87195838cffffff,7,0.0,0.0,0.0,"[51.41851964951764, -2.4325434327165563]",2,437.3657218138055,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
312,8819586683fffff,8,0.0,0.0,0.0,"[51.28018974683272, -2.690545528956037]",10,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
313,881958643bfffff,8,0.0,0.0,0.0,"[51.27929996051362, -2.781125015055109]",11,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
314,8819587139fffff,8,0.0,0.0,0.0,"[51.557992286986995, -2.9511117255604304]",18,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
315,88195870dbfffff,8,0.0,0.0,0.0,"[51.50519605208393, -2.7813990398563693]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
316,8819586189fffff,8,0.0,0.0,0.0,"[51.38626545794144, -2.983314147084105]",19,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
317,8819586527fffff,8,0.0,0.0,0.0,"[51.30520584776938, -2.9109462128634065]",17,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
318,8819580cdbfffff,8,0.0,2.0,1.0,"[51.520713541624275, -2.551011262267792]",0,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
319,8819583a07fffff,8,0.0,0.0,0.0,"[51.48851192090202, -2.429078058583349]",4,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
320,8819582a5dfffff,8,0.0,0.0,0.0,"[51.36769360044525, -2.4702426267142332]",6,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
321,88195838e9fffff,8,0.0,0.0,0.0,"[51.422239808654105, -2.457517547665796]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
322,881958606bfffff,8,0.0,0.0,0.0,"[51.43734579956584, -2.9459051027627723]",15,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
323,8819583803fffff,8,0.0,0.0,0.0,"[51.445473859958646, -2.471481944736095]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
324,881958771dfffff,8,0.0,0.0,0.0,"[51.48239285961113, -2.721810699286259]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
325,881958398bfffff,8,0.0,0.0,0.0,"[51.410134934984946, -2.518498017472781]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
326,88195876d1fffff,8,30.24661044973545,0.0,0.0,"[51.4271243102572, -2.58567100632236]",1,406.21238057486045,1000,400,0,0.034947070580600925,0.06091693767045708,0.908623835095624,27.258715052868723,1.8275081301137126,300
327,881958293dfffff,8,0.0,0.0,0.0,"[51.31752282979512, -2.656168710121359]",8,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
328,88195871b5fffff,8,0.0,0.0,0.0,"[51.49974106386039, -2.9383080748707306]",12,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
329,88195805b3fffff,8,0.0,0.0,0.0,"[51.52133862786031, -2.4602123356557106]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
330,8819583b5bfffff,8,0.0,0.0,0.0,"[51.50771869831209, -2.463400634670961]",1,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
331,881958651bfffff,8,0.0,0.0,0.0,"[51.29432628797452, -2.835847787279565]",11,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
332,8819587407fffff,8,0.0,0.0,0.0,"[51.431873493246194, -2.713973220171025]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
333,8819580c8dfffff,8,0.0,4.0,2.0,"[51.528113103504644, -2.601118915757201]",0,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
334,8819582b5bfffff,8,0.0,0.0,0.0,"[51.37105801105945, -2.5404915102685917]",6,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
335,88195874c9fffff,8,677.9097222222222,0.0,0.0,"[51.40904347800279, -2.654517821273722]",4,406.21238057486045,1000,400,500000,0.7832599606209024,1.3653161025575073,20.364758976143463,610.942769284304,40.95948307672522,300
336,8819582a41fffff,8,0.0,0.0,0.0,"[51.37729613773079, -2.4873764067290973]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
337,8819582835fffff,8,0.0,0.0,0.0,"[51.29873851079795, -2.5765861107141674]",7,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
338,8819586207fffff,8,0.0,0.0,0.0,"[51.45742264632105, -2.8895132512615027]",9,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
339,88195829e5fffff,8,0.0,0.0,0.0,"[51.294273862022486, -2.642141065067078]",11,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
340,88195866e5fffff,8,0.0,0.0,0.0,"[51.30709747360155, -2.7295897170938503]",6,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
341,8819580c81fffff,8,0.0,0.0,0.0,"[51.52037452986491, -2.5964339391625475]",1,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
342,8819580ebdfffff,8,0.0,3.0,1.0,"[51.549814826919665, -2.5571978633965586]",0,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
343,8819587115fffff,8,0.0,0.0,0.0,"[51.55617813793572, -2.9385304751155945]",17,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
344,8819586289fffff,8,374.1180555555556,0.0,0.0,"[51.41508320615903, -2.840807914821399]",9,406.21238057486045,1000,400,500000,0.4322576942862546,0.7534770320642561,11.23870005144262,337.16100154327864,22.604310961927684,300
345,8819582a9dfffff,8,0.0,0.0,0.0,"[51.29390266142631, -2.4487259776533654]",4,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
346,8819587719fffff,8,392.1458333333333,0.0,0.0,"[51.48055818388948, -2.709275166177267]",2,406.21238057486045,1000,400,500000,0.4530870703070277,0.7897851339935862,11.78026382798272,353.40791483948163,23.693554019807586,300
347,88195860c9fffff,8,0.0,0.0,0.0,"[51.393202035072115, -2.8846154568503604]",13,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
348,8819583963fffff,8,0.0,0.0,0.0,"[51.47578191489982, -2.5808699872339815]",1,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
349,881958390dfffff,8,10.958333333333334,0.0,0.0,"[51.47393343592157, -2.5683540106170555]",1,406.21238057486045,1000,400,0,0.012661307920177261,0.02207017906181939,0.3291940059246088,9.875820177738264,0.6621053718545816,300
350,88195829edfffff,8,0.0,0.0,0.0,"[51.3001875172854, -2.6343285811372454]",10,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
351,88195874adfffff,8,0.0,14.0,8.0,"[51.38907802023048, -2.7108422559443053]",0,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
352,88195870a9fffff,8,0.0,0.0,0.0,"[51.50841108768043, -2.852002257654441]",7,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
353,88195860a5fffff,8,55.775,0.0,0.0,"[51.367167318861924, -2.9487538111543548]",17,406.21238057486045,1000,400,500000,0.06444268738383757,0.11233133723251494,1.6755098719797767,50.2652961593933,3.369940116975448,300
354,8819582131fffff,8,0.0,0.0,0.0,"[51.325231975126144, -2.42207604969254]",8,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
355,8819582829fffff,8,0.0,0.0,0.0,"[51.32014602563763, -2.5780974213972785]",6,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
356,8819587755fffff,8,0.0,0.0,0.0,"[51.496036858442615, -2.71867850108023]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
357,88195875edfffff,8,0.0,0.0,0.0,"[51.4214529201027, -2.787561652299539]",4,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
358,8819586009fffff,8,0.0,0.0,0.0,"[51.427794784582126, -2.9286168095544762]",14,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
359,8819586719fffff,8,20.256944444444446,0.0,0.0,"[51.34356439760643, -2.785894740699065]",4,406.21238057486045,1000,400,500000,0.023404965274497515,0.040797663069282106,0.6085290971369354,18.25587291410806,1.2239298920784631,300
360,8819582ab7fffff,8,0.0,0.0,0.0,"[51.27805813556082, -2.4846412787106176]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
361,8819586603fffff,8,0.0,0.0,0.0,"[51.33443280714631, -2.723346150871217]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
362,8819580ce9fffff,8,0.0,0.0,0.0,"[51.5435888682829, -2.610493150104666]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
363,88195839e5fffff,8,523.1847222222223,0.0,0.0,"[51.43117427380719, -2.5653319234339715]",2,406.21238057486045,1000,400,500000,0.6044899954848332,1.0536986009295224,15.716739882605662,471.5021964781699,31.610958027885673,300
364,8819583905fffff,8,1126.893650793651,4.0,2.0,"[51.46804034850277, -2.576192701954452]",0,406.21238057486045,1000,400,0,1.3020180233604066,2.269573656879992,33.852468607370575,1015.5740582211173,68.08720970639976,300
365,88195871abfffff,8,0.0,0.0,0.0,"[51.51339969885938, -2.9352209427283587]",13,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
366,8819586ee5fffff,8,0.0,0.0,0.0,"[51.29099966021655, -2.9593944121156937]",22,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
367,8819582ac1fffff,8,0.0,0.0,0.0,"[51.32305288725393, -2.4548320423769945]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
368,8819586237fffff,8,0.0,0.0,0.0,"[51.43783524111377, -2.9004281122903426]",11,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
369,88195838cdfffff,8,0.0,0.0,0.0,"[51.4262661612459, -2.4371914917267343]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
370,881958620dfffff,8,0.0,0.0,0.0,"[51.471083313768965, -2.8864180035731484]",8,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
371,881958625dfffff,8,0.0,0.0,0.0,"[51.473364899774964, -2.8534850979999113]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
372,8819582a87fffff,8,0.0,0.0,0.0,"[51.29761077191973, -2.4736513559236717]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
373,8819587769fffff,8,0.0,0.0,0.0,"[51.51518003034318, -2.753178895484624]",4,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
374,8819582ac3fffff,8,0.0,0.0,0.0,"[51.315302050256435, -2.450188493559235]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
375,8819583b41fffff,8,0.0,0.0,0.0,"[51.52691717821288, -2.4977552453829373]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
376,88195871e5fffff,8,0.0,0.0,0.0,"[51.53660457668972, -2.9494514653855504]",16,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
377,881958644bfffff,8,0.0,0.0,0.0,"[51.31849882921308, -2.759287865142151]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
378,8819586ea9fffff,8,0.0,0.0,0.0,"[51.27550421840397, -2.949942713616849]",22,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
379,88195862bbfffff,8,0.0,0.0,0.0,"[51.38775146177977, -2.847010392384752]",10,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
380,8819587195fffff,8,0.0,0.0,0.0,"[51.50203342528854, -2.9053478407354785]",10,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
381,8819586021fffff,8,0.0,0.0,0.0,"[51.41955250352769, -2.969355271899348]",18,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
382,8819580cc1fffff,8,0.0,2.0,1.0,"[51.53989235284135, -2.585426146514811]",0,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
383,881958764dfffff,8,113.79166666666667,0.0,0.0,"[51.50638325216796, -2.6450218102635885]",3,406.21238057486045,1000,400,500000,0.13147540657796236,0.22917741071417774,3.4183605710270215,102.55081713081064,6.875322321425332,300
384,8819580ca7fffff,8,171.70833333333334,0.0,0.0,"[51.51227924769126, -2.6371807665196534]",2,406.21238057486045,1000,400,500000,0.19839258531958365,0.34582208332227266,5.158207218309175,154.74621654927526,10.37466249966818,300
385,8819580cbdfffff,8,790.5,0.0,0.0,"[51.508589999448475, -2.612120486856577]",2,406.21238057486045,1000,400,500000,0.9133472770403156,1.592073905554515,23.747029203048207,712.4108760914462,47.76221716663545,300
386,8819582a09fffff,8,0.0,0.0,0.0,"[51.36365421515158, -2.4905510417137644]",7,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
387,8819587a93fffff,8,0.0,0.0,0.0,"[51.50517473104594, -2.976020848737118]",15,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
388,8819586285fffff,8,0.0,0.0,0.0,"[51.410979353077096, -2.861165114818439]",10,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
389,88195866b9fffff,8,0.0,0.0,0.0,"[51.274269382718046, -2.698352992345267]",10,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
390,8819586e6bfffff,8,397.66666666666663,0.0,0.0,"[51.34161121492692, -2.9674417605277763]",20,406.21238057486045,1000,400,500000,0.45946586612232615,0.8009041405551491,11.94611251918048,358.3833755754144,24.027124216654475,300
391,8819580db3fffff,8,156.25,0.0,0.0,"[51.50600522649833, -2.6904656026069778]",2,406.21238057486045,1000,400,500000,0.18053195703674804,0.31468886494989623,4.693830882955449,140.81492648866347,9.440665948496887,300
392,8819580d8dfffff,8,0.0,0.0,0.0,"[51.54101659488961, -2.688884911341173]",6,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
393,8819586637fffff,8,0.0,0.0,0.0,"[51.31667302747595, -2.7467829645502664]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
394,8819586617fffff,8,0.0,0.0,0.0,"[51.31893706412017, -2.7139674400284366]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
395,8819582137fffff,8,0.0,0.0,0.0,"[51.31933943569383, -2.429900597034107]",7,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
396,88195805bdfffff,8,0.0,0.0,0.0,"[51.53681786424007, -2.46953743092872]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
397,881958059bfffff,8,0.0,0.0,0.0,"[51.52936500011694, -2.4194903064030777]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
398,881958385dfffff,8,0.0,0.0,0.0,"[51.46312712091259, -2.447958804684178]",4,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
399,88195871a9fffff,8,0.0,0.0,0.0,"[51.5211351264729, -2.9399630087551674]",14,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
400,8819583987fffff,8,0.0,0.0,0.0,"[51.406091369377826, -2.538825591051338]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
401,8819586269fffff,8,0.0,0.0,0.0,"[51.486559301252406, -2.8958800467744474]",8,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
402,8819580e87fffff,8,0.0,0.0,0.0,"[51.5556992801011, -2.5493472703968316]",1,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
403,8819587741fffff,8,0.0,0.0,0.0,"[51.511513684361226, -2.7280875577005346]",4,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
404,88195872ddfffff,8,0.0,0.0,0.0,"[51.55609944420805, -2.7437927286214983]",9,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
405,881958640bfffff,8,0.0,0.0,0.0,"[51.2989024801322, -2.77020966596241]",8,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
406,8819583943fffff,8,13.4609375,3.0,1.0,"[51.4779746960857, -2.5479999691811948]",0,406.21238057486045,1000,400,0,0.015552828098715842,0.02711044571543356,0.4043735305666119,12.131205916998358,0.8133133714630068,300
407,8819582825fffff,8,0.0,0.0,0.0,"[51.31608078251576, -2.5983986635723206]",7,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
408,8819586699fffff,8,0.0,0.0,0.0,"[51.27652571912358, -2.665571802647238]",12,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
409,88195871e1fffff,8,0.0,0.0,0.0,"[51.53479092398167, -2.9368750856024834]",15,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
410,881958058dfffff,8,0.0,0.0,0.0,"[51.55631052848606, -2.4584944070514605]",4,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
411,8819580c87fffff,8,6.958333333333333,0.0,0.0,"[51.51448286532702, -2.6042777761049707]",1,406.21238057486045,1000,400,0,0.008039689820036512,0.014014144119102045,0.2090319353209493,6.270958059628479,0.42042432357306136,300
412,8819587289fffff,8,0.0,0.0,0.0,"[51.552030268378964, -2.7641913590929996]",9,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
413,8819587599fffff,8,0.0,0.0,0.0,"[51.384995705591194, -2.7311791918000243]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
414,881958602dfffff,8,0.0,0.0,0.0,"[51.42729259480054, -2.9740954448316033]",18,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
415,8819586203fffff,8,0.0,0.0,0.0,"[51.45560546608285, -2.876961706409272]",8,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
416,8819587007fffff,8,0.0,0.0,0.0,"[51.55300250856461, -2.8678173125293225]",12,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
417,8819580ccbfffff,8,0.0,0.0,0.0,"[51.538042313855264, -2.5728956717061355]",1,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
418,881958621bfffff,8,0.0,0.0,0.0,"[51.444227437848575, -2.847143160680274]",6,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
419,8819580c85fffff,8,0.0,2.0,2.0,"[51.52222167627701, -2.608963610489679]",0,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
420,8819586727fffff,8,0.0,0.0,0.0,"[51.34673791244135, -2.856303697316265]",10,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
421,8819587137fffff,8,0.0,0.0,0.0,"[51.54615081385543, -2.966778518257421]",18,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
422,881958665bfffff,8,0.0,0.0,0.0,"[51.342601884882875, -2.682709416192468]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
423,8819587013fffff,8,0.0,0.0,0.0,"[51.5338862994509, -2.8332259702742317]",8,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
424,881958634dfffff,8,0.0,0.0,0.0,"[51.50336470962457, -2.963447933830324]",14,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
425,8819586733fffff,8,0.0,0.0,0.0,"[51.3276100306287, -2.8218422218147317]",8,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
426,8819582a63fffff,8,0.0,0.0,0.0,"[51.36735846980529, -2.5155172542652253]",7,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
427,88195875cbfffff,8,488.5833333333333,0.0,0.0,"[51.41414089268516, -2.7374506556297455]",3,406.21238057486045,1000,400,500000,0.5645113941901087,0.9840111014406622,14.677296248942826,440.31888746828474,29.520333043219864,300
428,8819586463fffff,8,0.0,0.0,0.0,"[51.31029525764067, -2.799920888908981]",7,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
429,8819580cd5fffff,8,0.0,3.0,1.0,"[51.524415695343286, -2.5760610534668613]",0,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
430,8819586681fffff,8,0.0,0.0,0.0,"[51.287940118349816, -2.695227071671189]",9,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
431,8819587743fffff,8,0.0,0.0,0.0,"[51.50377550268336, -2.7233823138810744]",3,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
432,8819586569fffff,8,0.0,0.0,0.0,"[51.33669150146918, -2.8844462687226646]",13,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
433,88195839a3fffff,8,0.0,0.0,0.0,"[51.402043498708686, -2.5591535312730582]",2,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
434,8819587645fffff,8,0.0,0.0,0.0,"[51.500486055627704, -2.6528617266724894]",4,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
435,8819583b51fffff,8,0.0,0.0,0.0,"[51.50957865281325, -2.4759103718658495]",1,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
436,881958604dfffff,8,0.0,0.0,0.0,"[51.44920200541463, -2.930265979901025]",13,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
437,88195838bdfffff,8,0.0,0.0,0.0,"[51.38722398538851, -2.4592320705411113]",5,406.21238057486045,1000,400,500000,0.0,0.0,0.0,0.0,0.0,300
438,8819583961fffff,8,0.0,3.0,1.0,"[51.483523023064265, -2.5855486958949023]",0,406.21238057486045,1000,400,0,0.0,0.0,0.0,0.0,0.0,300
